O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	Date	Domain Source
39-3011.00	1.B.2.c	Recognition-Mean Extent	EN	1.96	03/2002	Legacy Analyst
39-3011.00	1.B.2.c.1	Advancement	EN	2.00	03/2002	Legacy Analyst
39-3011.00	1.B.2.c.2	Recognition	EN	1.87	03/2002	Legacy Analyst
39-3011.00	1.B.2.c.3	Authority	EN	2.25	03/2002	Legacy Analyst
39-3011.00	1.B.2.c.4	Social Status	EN	1.75	03/2002	Legacy Analyst
39-3011.00	1.B.2.d	Relationships-Mean Extent	EN	2.58	03/2002	Legacy Analyst
39-3011.00	1.B.2.d.1	Co-workers	EN	3.25	03/2002	Legacy Analyst
39-3011.00	1.B.2.d.2	Social Service	EN	2.25	03/2002	Legacy Analyst
39-3011.00	1.B.2.d.3	Moral Values	EN	2.25	03/2002	Legacy Analyst
39-3011.00	1.B.2.e	Support-Mean Extent	EN	3.08	03/2002	Legacy Analyst
39-3011.00	1.B.2.e.1	Company Policies and Practices	EN	3.00	03/2002	Legacy Analyst
39-3011.00	1.B.2.e.2	Supervision, Human Relations	EN	2.87	03/2002	Legacy Analyst
39-3011.00	1.B.2.e.3	Supervision, Technical	EN	3.37	03/2002	Legacy Analyst
39-3011.00	1.B.2.f	Independence-Mean Extent	EN	1.75	03/2002	Legacy Analyst
39-3011.00	1.B.2.f.1	Creativity	EN	1.50	03/2002	Legacy Analyst
39-3011.00	1.B.2.f.2	Responsibility	EN	1.87	03/2002	Legacy Analyst
39-3011.00	1.B.2.f.3	Autonomy	EN	1.87	03/2002	Legacy Analyst
39-3012.00	1.B.2.a	Achievement-Mean Extent	EN	2.00	03/2002	Legacy Analyst
39-3012.00	1.B.2.a.1	Ability Utilization	EN	1.87	03/2002	Legacy Analyst
39-3012.00	1.B.2.a.2	Achievement	EN	2.12	03/2002	Legacy Analyst
39-3012.00	1.B.2.b	Working Conditions-Mean Extent	EN	3.02	03/2002	Legacy Analyst
39-3012.00	1.B.2.b.1	Activity	EN	3.37	03/2002	Legacy Analyst
39-3012.00	1.B.2.b.2	Independence	EN	3.12	03/2002	Legacy Analyst
39-3012.00	1.B.2.b.3	Variety	EN	2.62	03/2002	Legacy Analyst
39-3012.00	1.B.2.b.4	Compensation	EN	3.12	03/2002	Legacy Analyst
39-3012.00	1.B.2.b.5	Security	EN	2.62	03/2002	Legacy Analyst
39-3012.00	1.B.2.b.6	Working Conditions	EN	3.25	03/2002	Legacy Analyst
39-3012.00	1.B.2.c	Recognition-Mean Extent	EN	1.96	03/2002	Legacy Analyst
39-3012.00	1.B.2.c.1	Advancement	EN	2.00	03/2002	Legacy Analyst
39-3012.00	1.B.2.c.2	Recognition	EN	1.87	03/2002	Legacy Analyst
39-3012.00	1.B.2.c.3	Authority	EN	2.25	03/2002	Legacy Analyst
39-3012.00	1.B.2.c.4	Social Status	EN	1.75	03/2002	Legacy Analyst
39-3012.00	1.B.2.d	Relationships-Mean Extent	EN	2.58	03/2002	Legacy Analyst
39-3012.00	1.B.2.d.1	Co-workers	EN	3.25	03/2002	Legacy Analyst
39-3012.00	1.B.2.d.2	Social Service	EN	2.25	03/2002	Legacy Analyst
39-3012.00	1.B.2.d.3	Moral Values	EN	2.25	03/2002	Legacy Analyst
39-3012.00	1.B.2.e	Support-Mean Extent	EN	3.08	03/2002	Legacy Analyst
39-3012.00	1.B.2.e.1	Company Policies and Practices	EN	3.00	03/2002	Legacy Analyst
39-3012.00	1.B.2.e.2	Supervision, Human Relations	EN	2.87	03/2002	Legacy Analyst
39-3012.00	1.B.2.e.3	Supervision, Technical	EN	3.37	03/2002	Legacy Analyst
39-3012.00	1.B.2.f	Independence-Mean Extent	EN	1.75	03/2002	Legacy Analyst
39-3012.00	1.B.2.f.1	Creativity	EN	1.50	03/2002	Legacy Analyst
39-3012.00	1.B.2.f.2	Responsibility	EN	1.87	03/2002	Legacy Analyst
39-3012.00	1.B.2.f.3	Autonomy	EN	1.87	03/2002	Legacy Analyst
39-3021.00	1.B.2.a	Achievement-Mean Extent	EN	2.43	03/2002	Legacy Analyst
39-3021.00	1.B.2.a.1	Ability Utilization	EN	2.37	03/2002	Legacy Analyst
39-3021.00	1.B.2.a.2	Achievement	EN	2.50	03/2002	Legacy Analyst
39-3021.00	1.B.2.b	Working Conditions-Mean Extent	EN	2.93	03/2002	Legacy Analyst
39-3021.00	1.B.2.b.1	Activity	EN	2.62	03/2002	Legacy Analyst
39-3021.00	1.B.2.b.2	Independence	EN	4.25	03/2002	Legacy Analyst
39-3021.00	1.B.2.b.3	Variety	EN	1.75	03/2002	Legacy Analyst
39-3021.00	1.B.2.b.4	Compensation	EN	2.37	03/2002	Legacy Analyst
39-3021.00	1.B.2.b.5	Security	EN	2.87	03/2002	Legacy Analyst
39-3021.00	1.B.2.b.6	Working Conditions	EN	3.75	03/2002	Legacy Analyst
39-3021.00	1.B.2.c	Recognition-Mean Extent	EN	1.87	03/2002	Legacy Analyst
39-3021.00	1.B.2.c.1	Advancement	EN	2.12	03/2002	Legacy Analyst
39-3021.00	1.B.2.c.2	Recognition	EN	2.00	03/2002	Legacy Analyst
39-3021.00	1.B.2.c.3	Authority	EN	1.12	03/2002	Legacy Analyst
39-3021.00	1.B.2.c.4	Social Status	EN	2.25	03/2002	Legacy Analyst
39-3021.00	1.B.2.d	Relationships-Mean Extent	EN	2.75	03/2002	Legacy Analyst
39-3021.00	1.B.2.d.1	Co-workers	EN	2.12	03/2002	Legacy Analyst
39-3021.00	1.B.2.d.2	Social Service	EN	1.75	03/2002	Legacy Analyst
39-3021.00	1.B.2.d.3	Moral Values	EN	4.37	03/2002	Legacy Analyst
39-3021.00	1.B.2.e	Support-Mean Extent	EN	3.29	03/2002	Legacy Analyst
39-3021.00	1.B.2.e.1	Company Policies and Practices	EN	3.37	03/2002	Legacy Analyst
39-3021.00	1.B.2.e.2	Supervision, Human Relations	EN	3.37	03/2002	Legacy Analyst
39-3021.00	1.B.2.e.3	Supervision, Technical	EN	3.12	03/2002	Legacy Analyst
39-3021.00	1.B.2.f	Independence-Mean Extent	EN	2.12	03/2002	Legacy Analyst
39-3021.00	1.B.2.f.1	Creativity	EN	1.75	03/2002	Legacy Analyst
39-3021.00	1.B.2.f.2	Responsibility	EN	2.25	03/2002	Legacy Analyst
39-3021.00	1.B.2.f.3	Autonomy	EN	2.37	03/2002	Legacy Analyst
39-3031.00	1.B.2.a	Achievement-Mean Extent	EN	1.56	03/2002	Legacy Analyst
39-3031.00	1.B.2.a.1	Ability Utilization	EN	1.37	03/2002	Legacy Analyst
39-3031.00	1.B.2.a.2	Achievement	EN	1.75	03/2002	Legacy Analyst
39-3031.00	1.B.2.b	Working Conditions-Mean Extent	EN	2.60	03/2002	Legacy Analyst
39-3031.00	1.B.2.b.1	Activity	EN	2.75	03/2002	Legacy Analyst
39-3031.00	1.B.2.b.2	Independence	EN	2.62	03/2002	Legacy Analyst
39-3031.00	1.B.2.b.3	Variety	EN	2.50	03/2002	Legacy Analyst
39-3031.00	1.B.2.b.4	Compensation	EN	1.75	03/2002	Legacy Analyst
39-3031.00	1.B.2.b.5	Security	EN	2.75	03/2002	Legacy Analyst
39-3031.00	1.B.2.b.6	Working Conditions	EN	3.25	03/2002	Legacy Analyst
39-3031.00	1.B.2.c	Recognition-Mean Extent	EN	1.87	03/2002	Legacy Analyst
39-3031.00	1.B.2.c.1	Advancement	EN	2.00	03/2002	Legacy Analyst
39-3031.00	1.B.2.c.2	Recognition	EN	1.75	03/2002	Legacy Analyst
39-3031.00	1.B.2.c.3	Authority	EN	2.12	03/2002	Legacy Analyst
39-3031.00	1.B.2.c.4	Social Status	EN	1.62	03/2002	Legacy Analyst
39-3031.00	1.B.2.d	Relationships-Mean Extent	EN	3.54	03/2002	Legacy Analyst
39-3031.00	1.B.2.d.1	Co-workers	EN	3.50	03/2002	Legacy Analyst
39-3031.00	1.B.2.d.2	Social Service	EN	3.37	03/2002	Legacy Analyst
39-3031.00	1.B.2.d.3	Moral Values	EN	3.75	03/2002	Legacy Analyst
39-3031.00	1.B.2.e	Support-Mean Extent	EN	2.95	03/2002	Legacy Analyst
39-3031.00	1.B.2.e.1	Company Policies and Practices	EN	3.00	03/2002	Legacy Analyst
39-3031.00	1.B.2.e.2	Supervision, Human Relations	EN	2.75	03/2002	Legacy Analyst
39-3031.00	1.B.2.e.3	Supervision, Technical	EN	3.12	03/2002	Legacy Analyst
39-3031.00	1.B.2.f	Independence-Mean Extent	EN	1.58	03/2002	Legacy Analyst
39-3031.00	1.B.2.f.1	Creativity	EN	1.37	03/2002	Legacy Analyst
39-3031.00	1.B.2.f.2	Responsibility	EN	1.62	03/2002	Legacy Analyst
39-3031.00	1.B.2.f.3	Autonomy	EN	1.75	03/2002	Legacy Analyst
39-3091.00	1.B.2.a	Achievement-Mean Extent	EN	1.87	03/2002	Legacy Analyst
39-3091.00	1.B.2.a.1	Ability Utilization	EN	1.62	03/2002	Legacy Analyst
39-3091.00	1.B.2.a.2	Achievement	EN	2.12	03/2002	Legacy Analyst
39-3091.00	1.B.2.b	Working Conditions-Mean Extent	EN	2.66	03/2002	Legacy Analyst
39-3091.00	1.B.2.b.1	Activity	EN	3.12	03/2002	Legacy Analyst
39-3091.00	1.B.2.b.2	Independence	EN	2.75	03/2002	Legacy Analyst
39-3091.00	1.B.2.b.3	Variety	EN	2.87	03/2002	Legacy Analyst
39-3091.00	1.B.2.b.4	Compensation	EN	2.25	03/2002	Legacy Analyst
39-3091.00	1.B.2.b.5	Security	EN	2.25	03/2002	Legacy Analyst
39-3091.00	1.B.2.b.6	Working Conditions	EN	2.75	03/2002	Legacy Analyst
39-3091.00	1.B.2.c	Recognition-Mean Extent	EN	2.09	03/2002	Legacy Analyst
39-3091.00	1.B.2.c.1	Advancement	EN	2.25	03/2002	Legacy Analyst
39-3091.00	1.B.2.c.2	Recognition	EN	1.75	03/2002	Legacy Analyst
39-3091.00	1.B.2.c.3	Authority	EN	2.50	03/2002	Legacy Analyst
39-3091.00	1.B.2.c.4	Social Status	EN	1.87	03/2002	Legacy Analyst
39-3091.00	1.B.2.d	Relationships-Mean Extent	EN	3.54	03/2002	Legacy Analyst
39-3091.00	1.B.2.d.1	Co-workers	EN	3.50	03/2002	Legacy Analyst
39-3091.00	1.B.2.d.2	Social Service	EN	3.12	03/2002	Legacy Analyst
39-3091.00	1.B.2.d.3	Moral Values	EN	4.00	03/2002	Legacy Analyst
39-3091.00	1.B.2.e	Support-Mean Extent	EN	2.95	03/2002	Legacy Analyst
39-3091.00	1.B.2.e.1	Company Policies and Practices	EN	3.00	03/2002	Legacy Analyst
39-3091.00	1.B.2.e.2	Supervision, Human Relations	EN	2.62	03/2002	Legacy Analyst
39-3091.00	1.B.2.e.3	Supervision, Technical	EN	3.25	03/2002	Legacy Analyst
39-3091.00	1.B.2.f	Independence-Mean Extent	EN	2.04	03/2002	Legacy Analyst
39-3091.00	1.B.2.f.1	Creativity	EN	1.87	03/2002	Legacy Analyst
39-3091.00	1.B.2.f.2	Responsibility	EN	2.00	03/2002	Legacy Analyst
39-3091.00	1.B.2.f.3	Autonomy	EN	2.25	03/2002	Legacy Analyst
39-3092.00	1.B.2.a	Achievement-Mean Extent	EN	3.18	03/2002	Legacy Analyst
39-3092.00	1.B.2.a.1	Ability Utilization	EN	3.25	03/2002	Legacy Analyst
39-3092.00	1.B.2.a.2	Achievement	EN	3.12	03/2002	Legacy Analyst
39-3092.00	1.B.2.b	Working Conditions-Mean Extent	EN	2.93	03/2002	Legacy Analyst
39-3092.00	1.B.2.b.1	Activity	EN	2.50	03/2002	Legacy Analyst
39-3092.00	1.B.2.b.2	Independence	EN	3.00	03/2002	Legacy Analyst
39-3092.00	1.B.2.b.3	Variety	EN	3.25	03/2002	Legacy Analyst
39-3092.00	1.B.2.b.4	Compensation	EN	3.00	03/2002	Legacy Analyst
39-3092.00	1.B.2.b.5	Security	EN	2.50	03/2002	Legacy Analyst
39-3092.00	1.B.2.b.6	Working Conditions	EN	3.37	03/2002	Legacy Analyst
39-3092.00	1.B.2.c	Recognition-Mean Extent	EN	2.68	03/2002	Legacy Analyst
39-3092.00	1.B.2.c.1	Advancement	EN	2.25	03/2002	Legacy Analyst
39-3092.00	1.B.2.c.2	Recognition	EN	3.00	03/2002	Legacy Analyst
39-3092.00	1.B.2.c.3	Authority	EN	2.75	03/2002	Legacy Analyst
39-3092.00	1.B.2.c.4	Social Status	EN	2.75	03/2002	Legacy Analyst
39-3092.00	1.B.2.d	Relationships-Mean Extent	EN	3.45	03/2002	Legacy Analyst
39-3092.00	1.B.2.d.1	Co-workers	EN	3.00	03/2002	Legacy Analyst
39-3092.00	1.B.2.d.2	Social Service	EN	3.25	03/2002	Legacy Analyst
39-3092.00	1.B.2.d.3	Moral Values	EN	4.12	03/2002	Legacy Analyst
39-3092.00	1.B.2.e	Support-Mean Extent	EN	2.45	03/2002	Legacy Analyst
39-3092.00	1.B.2.e.1	Company Policies and Practices	EN	2.87	03/2002	Legacy Analyst
39-3092.00	1.B.2.e.2	Supervision, Human Relations	EN	2.50	03/2002	Legacy Analyst
39-3092.00	1.B.2.e.3	Supervision, Technical	EN	2.00	03/2002	Legacy Analyst
39-3092.00	1.B.2.f	Independence-Mean Extent	EN	3.66	03/2002	Legacy Analyst
39-3092.00	1.B.2.f.1	Creativity	EN	3.87	03/2002	Legacy Analyst
39-3092.00	1.B.2.f.2	Responsibility	EN	3.50	03/2002	Legacy Analyst
39-3092.00	1.B.2.f.3	Autonomy	EN	3.62	03/2002	Legacy Analyst
39-3093.00	1.B.2.a	Achievement-Mean Extent	EN	2.06	03/2002	Legacy Analyst
39-3093.00	1.B.2.a.1	Ability Utilization	EN	1.87	03/2002	Legacy Analyst
39-3093.00	1.B.2.a.2	Achievement	EN	2.25	03/2002	Legacy Analyst
39-3093.00	1.B.2.b	Working Conditions-Mean Extent	EN	3.04	03/2002	Legacy Analyst
39-3093.00	1.B.2.b.1	Activity	EN	3.00	03/2002	Legacy Analyst
39-3093.00	1.B.2.b.2	Independence	EN	3.12	03/2002	Legacy Analyst
39-3093.00	1.B.2.b.3	Variety	EN	3.00	03/2002	Legacy Analyst
39-3093.00	1.B.2.b.4	Compensation	EN	2.62	03/2002	Legacy Analyst
39-3093.00	1.B.2.b.5	Security	EN	3.12	03/2002	Legacy Analyst
39-3093.00	1.B.2.b.6	Working Conditions	EN	3.37	03/2002	Legacy Analyst
39-3093.00	1.B.2.c	Recognition-Mean Extent	EN	2.25	03/2002	Legacy Analyst
39-3093.00	1.B.2.c.1	Advancement	EN	2.25	03/2002	Legacy Analyst
39-3093.00	1.B.2.c.2	Recognition	EN	2.37	03/2002	Legacy Analyst
39-3093.00	1.B.2.c.3	Authority	EN	2.25	03/2002	Legacy Analyst
39-3093.00	1.B.2.c.4	Social Status	EN	2.12	03/2002	Legacy Analyst
39-3093.00	1.B.2.d	Relationships-Mean Extent	EN	3.70	03/2002	Legacy Analyst
39-3093.00	1.B.2.d.1	Co-workers	EN	3.00	03/2002	Legacy Analyst
39-3093.00	1.B.2.d.2	Social Service	EN	4.62	03/2002	Legacy Analyst
39-3093.00	1.B.2.d.3	Moral Values	EN	3.50	03/2002	Legacy Analyst
39-3093.00	1.B.2.e	Support-Mean Extent	EN	2.75	03/2002	Legacy Analyst
39-3093.00	1.B.2.e.1	Company Policies and Practices	EN	2.75	03/2002	Legacy Analyst
39-3093.00	1.B.2.e.2	Supervision, Human Relations	EN	2.87	03/2002	Legacy Analyst
39-3093.00	1.B.2.e.3	Supervision, Technical	EN	2.62	03/2002	Legacy Analyst
39-3093.00	1.B.2.f	Independence-Mean Extent	EN	2.45	03/2002	Legacy Analyst
39-3093.00	1.B.2.f.1	Creativity	EN	2.00	03/2002	Legacy Analyst
39-3093.00	1.B.2.f.2	Responsibility	EN	2.50	03/2002	Legacy Analyst
39-3093.00	1.B.2.f.3	Autonomy	EN	2.87	03/2002	Legacy Analyst
39-4011.00	1.B.2.a	Achievement-Mean Extent	EN	2.87	03/2002	Legacy Analyst
39-4011.00	1.B.2.a.1	Ability Utilization	EN	3.00	03/2002	Legacy Analyst
39-4011.00	1.B.2.a.2	Achievement	EN	2.75	03/2002	Legacy Analyst
39-4011.00	1.B.2.b	Working Conditions-Mean Extent	EN	2.89	03/2002	Legacy Analyst
39-4011.00	1.B.2.b.1	Activity	EN	2.12	03/2002	Legacy Analyst
39-4011.00	1.B.2.b.2	Independence	EN	4.00	03/2002	Legacy Analyst
39-4011.00	1.B.2.b.3	Variety	EN	2.75	03/2002	Legacy Analyst
39-4011.00	1.B.2.b.4	Compensation	EN	2.87	03/2002	Legacy Analyst
39-4011.00	1.B.2.b.5	Security	EN	3.87	03/2002	Legacy Analyst
39-4011.00	1.B.2.b.6	Working Conditions	EN	1.75	03/2002	Legacy Analyst
39-4011.00	1.B.2.c	Recognition-Mean Extent	EN	2.15	03/2002	Legacy Analyst
39-4011.00	1.B.2.c.1	Advancement	EN	2.37	03/2002	Legacy Analyst
39-4011.00	1.B.2.c.2	Recognition	EN	2.50	03/2002	Legacy Analyst
39-4011.00	1.B.2.c.3	Authority	EN	1.50	03/2002	Legacy Analyst
39-4011.00	1.B.2.c.4	Social Status	EN	2.25	03/2002	Legacy Analyst
39-4011.00	1.B.2.d	Relationships-Mean Extent	EN	3.00	03/2002	Legacy Analyst
39-4011.00	1.B.2.d.1	Co-workers	EN	2.12	03/2002	Legacy Analyst
39-4011.00	1.B.2.d.2	Social Service	EN	3.12	03/2002	Legacy Analyst
39-4011.00	1.B.2.d.3	Moral Values	EN	3.75	03/2002	Legacy Analyst
39-4011.00	1.B.2.e	Support-Mean Extent	EN	2.91	03/2002	Legacy Analyst
39-4011.00	1.B.2.e.1	Company Policies and Practices	EN	2.75	03/2002	Legacy Analyst
39-4011.00	1.B.2.e.2	Supervision, Human Relations	EN	3.12	03/2002	Legacy Analyst
39-4011.00	1.B.2.e.3	Supervision, Technical	EN	2.87	03/2002	Legacy Analyst
39-4011.00	1.B.2.f	Independence-Mean Extent	EN	2.75	03/2002	Legacy Analyst
39-4011.00	1.B.2.f.1	Creativity	EN	2.00	03/2002	Legacy Analyst
39-4011.00	1.B.2.f.2	Responsibility	EN	2.62	03/2002	Legacy Analyst
39-4011.00	1.B.2.f.3	Autonomy	EN	3.62	03/2002	Legacy Analyst
39-4021.00	1.B.2.a	Achievement-Mean Extent	EN	1.75	03/2002	Legacy Analyst
39-4021.00	1.B.2.a.1	Ability Utilization	EN	1.75	03/2002	Legacy Analyst
39-4021.00	1.B.2.a.2	Achievement	EN	1.75	03/2002	Legacy Analyst
39-4021.00	1.B.2.b	Working Conditions-Mean Extent	EN	2.62	03/2002	Legacy Analyst
39-4021.00	1.B.2.b.1	Activity	EN	1.87	03/2002	Legacy Analyst
39-4021.00	1.B.2.b.2	Independence	EN	2.75	03/2002	Legacy Analyst
39-4021.00	1.B.2.b.3	Variety	EN	2.12	03/2002	Legacy Analyst
39-4021.00	1.B.2.b.4	Compensation	EN	2.75	03/2002	Legacy Analyst
39-4021.00	1.B.2.b.5	Security	EN	3.87	03/2002	Legacy Analyst
39-4021.00	1.B.2.b.6	Working Conditions	EN	2.37	03/2002	Legacy Analyst
39-4021.00	1.B.2.c	Recognition-Mean Extent	EN	2.06	03/2002	Legacy Analyst
39-4021.00	1.B.2.c.1	Advancement	EN	2.00	03/2002	Legacy Analyst
39-4021.00	1.B.2.c.2	Recognition	EN	2.25	03/2002	Legacy Analyst
39-4021.00	1.B.2.c.3	Authority	EN	2.12	03/2002	Legacy Analyst
39-4021.00	1.B.2.c.4	Social Status	EN	1.87	03/2002	Legacy Analyst
39-4021.00	1.B.2.d	Relationships-Mean Extent	EN	3.33	03/2002	Legacy Analyst
39-4021.00	1.B.2.d.1	Co-workers	EN	2.62	03/2002	Legacy Analyst
39-4021.00	1.B.2.d.2	Social Service	EN	3.50	03/2002	Legacy Analyst
39-4021.00	1.B.2.d.3	Moral Values	EN	3.87	03/2002	Legacy Analyst
39-4021.00	1.B.2.e	Support-Mean Extent	EN	2.75	03/2002	Legacy Analyst
39-4021.00	1.B.2.e.1	Company Policies and Practices	EN	2.87	03/2002	Legacy Analyst
39-4021.00	1.B.2.e.2	Supervision, Human Relations	EN	2.75	03/2002	Legacy Analyst
39-4021.00	1.B.2.e.3	Supervision, Technical	EN	2.62	03/2002	Legacy Analyst
39-4021.00	1.B.2.f	Independence-Mean Extent	EN	2.08	03/2002	Legacy Analyst
39-4021.00	1.B.2.f.1	Creativity	EN	1.50	03/2002	Legacy Analyst
39-4021.00	1.B.2.f.2	Responsibility	EN	2.00	03/2002	Legacy Analyst
39-4021.00	1.B.2.f.3	Autonomy	EN	2.75	03/2002	Legacy Analyst
39-5011.00	1.B.2.a	Achievement-Mean Extent	EN	3.12	03/2002	Legacy Analyst
39-5011.00	1.B.2.a.1	Ability Utilization	EN	2.87	03/2002	Legacy Analyst
39-5011.00	1.B.2.a.2	Achievement	EN	3.37	03/2002	Legacy Analyst
39-5011.00	1.B.2.b	Working Conditions-Mean Extent	EN	2.95	03/2002	Legacy Analyst
39-5011.00	1.B.2.b.1	Activity	EN	2.87	03/2002	Legacy Analyst
39-5011.00	1.B.2.b.2	Independence	EN	3.25	03/2002	Legacy Analyst
39-5011.00	1.B.2.b.3	Variety	EN	2.62	03/2002	Legacy Analyst
39-5011.00	1.B.2.b.4	Compensation	EN	2.62	03/2002	Legacy Analyst
39-5011.00	1.B.2.b.5	Security	EN	3.25	03/2002	Legacy Analyst
39-5011.00	1.B.2.b.6	Working Conditions	EN	3.12	03/2002	Legacy Analyst
39-5011.00	1.B.2.c	Recognition-Mean Extent	EN	2.34	03/2002	Legacy Analyst
39-5011.00	1.B.2.c.1	Advancement	EN	1.62	03/2002	Legacy Analyst
39-5011.00	1.B.2.c.2	Recognition	EN	3.12	03/2002	Legacy Analyst
39-5011.00	1.B.2.c.3	Authority	EN	1.87	03/2002	Legacy Analyst
39-5011.00	1.B.2.c.4	Social Status	EN	2.75	03/2002	Legacy Analyst
39-5011.00	1.B.2.d	Relationships-Mean Extent	EN	3.83	03/2002	Legacy Analyst
39-5011.00	1.B.2.d.1	Co-workers	EN	2.87	03/2002	Legacy Analyst
39-5011.00	1.B.2.d.2	Social Service	EN	4.50	03/2002	Legacy Analyst
39-5011.00	1.B.2.d.3	Moral Values	EN	4.12	03/2002	Legacy Analyst
39-5011.00	1.B.2.e	Support-Mean Extent	EN	2.16	03/2002	Legacy Analyst
39-5011.00	1.B.2.e.1	Company Policies and Practices	EN	2.50	03/2002	Legacy Analyst
39-5011.00	1.B.2.e.2	Supervision, Human Relations	EN	2.25	03/2002	Legacy Analyst
39-5011.00	1.B.2.e.3	Supervision, Technical	EN	1.75	03/2002	Legacy Analyst
39-5011.00	1.B.2.f	Independence-Mean Extent	EN	3.20	03/2002	Legacy Analyst
39-5011.00	1.B.2.f.1	Creativity	EN	3.00	03/2002	Legacy Analyst
39-5011.00	1.B.2.f.2	Responsibility	EN	2.75	03/2002	Legacy Analyst
39-5011.00	1.B.2.f.3	Autonomy	EN	3.87	03/2002	Legacy Analyst
39-5012.00	1.B.2.a	Achievement-Mean Extent	EN	3.56	03/2002	Legacy Analyst
39-5012.00	1.B.2.a.1	Ability Utilization	EN	3.25	03/2002	Legacy Analyst
39-5012.00	1.B.2.a.2	Achievement	EN	3.87	03/2002	Legacy Analyst
39-5012.00	1.B.2.b	Working Conditions-Mean Extent	EN	3.04	03/2002	Legacy Analyst
39-5012.00	1.B.2.b.1	Activity	EN	3.00	03/2002	Legacy Analyst
39-5012.00	1.B.2.b.2	Independence	EN	3.37	03/2002	Legacy Analyst
39-5012.00	1.B.2.b.3	Variety	EN	2.62	03/2002	Legacy Analyst
39-5012.00	1.B.2.b.4	Compensation	EN	2.87	03/2002	Legacy Analyst
39-5012.00	1.B.2.b.5	Security	EN	3.25	03/2002	Legacy Analyst
39-5012.00	1.B.2.b.6	Working Conditions	EN	3.12	03/2002	Legacy Analyst
39-5012.00	1.B.2.c	Recognition-Mean Extent	EN	2.53	03/2002	Legacy Analyst
39-5012.00	1.B.2.c.1	Advancement	EN	1.87	03/2002	Legacy Analyst
39-5012.00	1.B.2.c.2	Recognition	EN	3.37	03/2002	Legacy Analyst
39-5012.00	1.B.2.c.3	Authority	EN	2.12	03/2002	Legacy Analyst
39-5012.00	1.B.2.c.4	Social Status	EN	2.75	03/2002	Legacy Analyst
39-5012.00	1.B.2.d	Relationships-Mean Extent	EN	3.91	03/2002	Legacy Analyst
39-5012.00	1.B.2.d.1	Co-workers	EN	3.12	03/2002	Legacy Analyst
39-5012.00	1.B.2.d.2	Social Service	EN	4.50	03/2002	Legacy Analyst
39-5012.00	1.B.2.d.3	Moral Values	EN	4.12	03/2002	Legacy Analyst
39-5012.00	1.B.2.e	Support-Mean Extent	EN	2.25	03/2002	Legacy Analyst
39-5012.00	1.B.2.e.1	Company Policies and Practices	EN	2.50	03/2002	Legacy Analyst
39-5012.00	1.B.2.e.2	Supervision, Human Relations	EN	2.37	03/2002	Legacy Analyst
39-5012.00	1.B.2.e.3	Supervision, Technical	EN	1.87	03/2002	Legacy Analyst
39-5012.00	1.B.2.f	Independence-Mean Extent	EN	3.33	03/2002	Legacy Analyst
39-5012.00	1.B.2.f.1	Creativity	EN	3.37	03/2002	Legacy Analyst
39-5012.00	1.B.2.f.2	Responsibility	EN	2.87	03/2002	Legacy Analyst
39-5012.00	1.B.2.f.3	Autonomy	EN	3.75	03/2002	Legacy Analyst
39-5091.00	1.B.2.a	Achievement-Mean Extent	EN	3.62	03/2002	Legacy Analyst
39-5091.00	1.B.2.a.1	Ability Utilization	EN	3.62	03/2002	Legacy Analyst
39-5091.00	1.B.2.a.2	Achievement	EN	3.62	03/2002	Legacy Analyst
39-5091.00	1.B.2.b	Working Conditions-Mean Extent	EN	3.04	03/2002	Legacy Analyst
39-5091.00	1.B.2.b.1	Activity	EN	2.50	03/2002	Legacy Analyst
39-5091.00	1.B.2.b.2	Independence	EN	3.37	03/2002	Legacy Analyst
39-5091.00	1.B.2.b.3	Variety	EN	3.12	03/2002	Legacy Analyst
39-5091.00	1.B.2.b.4	Compensation	EN	3.00	03/2002	Legacy Analyst
39-5091.00	1.B.2.b.5	Security	EN	3.00	03/2002	Legacy Analyst
39-5091.00	1.B.2.b.6	Working Conditions	EN	3.25	03/2002	Legacy Analyst
39-5091.00	1.B.2.c	Recognition-Mean Extent	EN	2.53	03/2002	Legacy Analyst
39-5091.00	1.B.2.c.1	Advancement	EN	2.37	03/2002	Legacy Analyst
39-5091.00	1.B.2.c.2	Recognition	EN	3.37	03/2002	Legacy Analyst
39-5091.00	1.B.2.c.3	Authority	EN	1.75	03/2002	Legacy Analyst
39-5091.00	1.B.2.c.4	Social Status	EN	2.62	03/2002	Legacy Analyst
39-5091.00	1.B.2.d	Relationships-Mean Extent	EN	3.62	03/2002	Legacy Analyst
39-5091.00	1.B.2.d.1	Co-workers	EN	2.62	03/2002	Legacy Analyst
39-5091.00	1.B.2.d.2	Social Service	EN	4.12	03/2002	Legacy Analyst
39-5091.00	1.B.2.d.3	Moral Values	EN	4.12	03/2002	Legacy Analyst
39-5091.00	1.B.2.e	Support-Mean Extent	EN	2.37	03/2002	Legacy Analyst
39-5091.00	1.B.2.e.1	Company Policies and Practices	EN	2.75	03/2002	Legacy Analyst
39-5091.00	1.B.2.e.2	Supervision, Human Relations	EN	2.50	03/2002	Legacy Analyst
39-5091.00	1.B.2.e.3	Supervision, Technical	EN	1.87	03/2002	Legacy Analyst
39-5091.00	1.B.2.f	Independence-Mean Extent	EN	3.41	03/2002	Legacy Analyst
